"","X1","plot","mean.height","transect.length","mode.el","height.2","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","max.vai","deep.gaps","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","rumple","clumping.index"
"1",1,"rice_control_one.CSV",5.51323995246318,30,4.23333333333333,3.60695347509743,15,3.70300178533878,20.454,12.7011333333333,7.55340174228346,8.06589785831961,0,0.703174603174603,155.443704236702,7.870959446863,9.66911069450237,5.69332853818205,"rice_control_one.CSV",4.88819752120811,4.43288680437131,0.81751999045232,99.1824800095477,20.454,4.86666666666667,0.942036664727958
"2",1,"rice_control_two.CSV",4.02421218949421,30,3.3,3.09666663778393,20,3.63455636907725,23.9,9.0813,6.83685874940838,9.29142857142857,1,0.828,423.116601902791,7.52267154666363,19.1448691482551,7.7010538291399,"rice_control_two.CSV",3.48480090874184,3.73597562122776,10.7850413930916,89.2149586069084,23.9,8.46666666666667,0.842183071900677
"3",1,"rice_treatment_one.CSV",7.59757980438135,30,6.13333333333333,3.73351140818868,19,4.16919923033455,27.69,17.1626,7.32586967882608,8.67153284671533,0,0.791954022988506,366.891271153661,12.1971201341142,14.7689380656717,7.25080307847059,"rice_treatment_one.CSV",6.80487260641542,4.82339280146972,4.18930762489045,95.8106923751096,27.69,8.3,0.928223410711245
"4",1,"rice_treatment_two.CSV",8.56852293592529,30,8.13333333333333,8.29348461810803,28,9.29061653258574,28.688,12.9401333333333,5.16089380711686,8.01590457256461,5,0.811111111111111,230.246051101614,8.29412404758343,12.7064376355024,9.42015534586505,"rice_treatment_two.CSV",7.78062991230919,6.55371697408905,26.0255871223497,73.9744128776503,28.688,5.06666666666667,0.966488436209462
"5",1,"VDGIF-C3-06072016.CSV",4.90848955524216,30,3.56666666666667,4.00008783540275,21,4.35647665997293,27.593,12.6716,8.17987460612768,11.4089935760171,0,0.781609195402299,425.577650193663,10.4884203264191,17.7643094222664,8.25346583667985,"VDGIF-C3-06072016.CSV",4.33035471446559,5.10111427756338,0.00740631017627225,99.9925936898237,27.593,7.3,0.844177135526627
"6",1,"VDGIF-C4-06072016.CSV",11.4072585204873,30,9.13333333333333,8.42096242030499,27,9.19685936731786,30.782,17.7113,7.82275412253373,13.3432835820896,0,0.780208333333333,1287.00549230918,21.3157710527311,28.8555609326301,9.34957285083674,"VDGIF-C4-06072016.CSV",10.6068027012987,9.11971000961256,0.568181818181823,99.4318181818182,30.782,4.8,0.925809120669242
"7",1,"VDGIF-C5-06072016.CSV",4.45808791573497,30,3.6,4.69231193650875,27,5.65449673563734,27.586,10.4352666666667,7.97317116828998,8.01481481481482,0,0.783908045977011,300.662496931804,6.92883074429281,15.8950873369336,7.99527770078336,"VDGIF-C5-06072016.CSV",3.55612460063898,4.49987058114686,0.0266169816342865,99.9733830183657,27.586,6.33333333333333,0.72414555547784
"8",1,"VDGIF-T3-06072016.CSV",8.68964936755618,30,7.63333333333333,6.90089406447605,27,8.0020136354684,28.789,15.8224,6.88960830526828,8.01457194899818,0,0.766666666666667,925.791933116419,17.8285496060781,24.6563328996839,8.45508165746983,"VDGIF-T3-06072016.CSV",6.99733743860421,7.32925606887563,2.84879994302401,97.151200056976,28.789,6.36666666666667,0.938969557826358
"9",1,"VDGIF-T4-06072016.CSV",12.0830328900063,30,9.93333333333333,6.02727889155636,26,7.16441825195102,31.487,24.6598333333333,7.30928677018924,8.01518026565465,0,0.676041666666667,2099.28537459162,34.3440198670942,30.3277706724425,8.63180594474969,"VDGIF-T4-06072016.CSV",11.0912648057076,8.34937265416455,2.22146969183881,97.7785303081612,31.487,6.23333333333333,0.95609586412505
"10",1,"VDGIF-T5-06072016.CSV",4.75730632811002,30,3.16666666666667,3.28157927047321,13,2.36760544761063,30.233,15.0004,7.48491130268611,8.13358070500928,0,0.826881720430108,752.733841212522,14.1411088134509,23.5109098662443,9.92243212537927,"VDGIF-T5-06072016.CSV",3.79925609594487,4.33615594686657,1.59102764736567,98.4089723526343,30.233,7.7,0.748291958503609
